-2WqQY_xSSM.wav,7571200,7760960,171.68,175.99,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,7762880,7855488,176.03,178.13,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,7856448,7979904,178.15,180.95,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,7991424,8174929,181.21,185.37,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,9468480,9483264,214.7,215.04,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9508800,9532032,215.62,216.15,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9546240,9606912,216.47,217.84,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9622464,9645120,218.2,218.71,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9653376,9685632,218.9,219.63,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9699840,9833280,219.95,222.98,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,9851904,9985728,223.4,226.43,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,10003008,10205184,226.83,231.41,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,10608768,10882944,240.56,246.78,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,11287296,11569536,255.95,262.35,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,11593728,11728320,262.9,265.95,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,11745216,11883456,266.33,269.47,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,11895168,12027456,269.73,272.73,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,12045120,12170880,273.13,275.98,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,12197184,12537600,276.58,284.3,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,12795456,12978240,290.15,294.29,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,12994128,13083987,294.65,296.69,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,13100752,13284765,297.07,301.24,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,13292832,13399370,301.42,303.84,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,13402480,13587690,303.91,308.11,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,13592656,13682032,308.22,310.25,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,13683936,13816096,310.29,313.29,layered,-2WqQY_xSSM
-2WqQY_xSSM.wav,13819120,13959440,313.36,316.54,clean,-2WqQY_xSSM
-2WqQY_xSSM.wav,13964080,13998544,316.65,317.43,midfry,-2WqQY_xSSM
-2WqQY_xSSM.wav,14002912,14141792,317.53,320.68,layered,-2WqQY_xSSM
-xYZM04JxnQ.wav,2377368,2632608,53.91,59.7,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,2737392,2987200,62.07,67.74,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,3093760,3214960,70.15,72.9,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,3229968,3710400,73.24,84.14,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,3711360,3786119,84.16,85.85,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,3804416,3857952,86.27,87.48,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,3866016,4117407,87.66,93.37,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4162144,4298560,94.38,97.47,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4350976,4450852,98.66,100.93,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4481420,4599734,101.62,104.3,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4643065,4701504,105.28,106.61,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4703808,4772910,106.66,108.23,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,4792032,5287296,108.66,119.89,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,5316640,5444992,120.56,123.47,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,5511968,6112800,124.99,138.61,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,6115392,6180640,138.67,140.15,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,6228640,6538386,141.24,148.26,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,6581920,6708640,149.25,152.12,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,6771520,6869280,153.55,155.77,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,6906560,7015200,156.61,159.07,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,7060640,7133760,160.11,161.76,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,7135200,7200800,161.8,163.28,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,7283840,7408640,165.17,168.0,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,8792000,8962713,199.37,203.24,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,9075706,9222032,205.8,209.12,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,9390240,9548449,212.93,216.52,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,9688316,9804719,219.69,222.33,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,9856948,9889152,223.51,224.24,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,9895872,10155889,224.4,230.29,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,10597694,10691542,240.31,242.44,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,10758598,10792128,243.96,244.72,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,10817280,10888599,245.29,246.91,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,10912246,11008478,247.44,249.63,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,11064425,11219712,250.89,254.42,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,11510640,11846716,261.01,268.63,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,12140783,12204480,275.3,276.75,midfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,12208800,12441024,276.84,282.11,highfry,-xYZM04JxnQ
-xYZM04JxnQ.wav,12446560,12501440,282.23,283.48,midfry,-xYZM04JxnQ
